    0.1353352574E+00   -0.1361082885E+03    0.4944951409E+01
    0.1422740444E+00   -0.1269941908E+03    0.4592045152E+01
    0.1495685907E+00   -0.1184047322E+03    0.4255474922E+01
    0.1572371363E+00   -0.1103156031E+03    0.3934903171E+01
    0.1652988567E+00   -0.1027020535E+03    0.3629941943E+01
    0.1737739103E+00   -0.9554155107E+02    0.3340169965E+01
    0.1826834892E+00   -0.8881081786E+02    0.3065148964E+01
    0.1920498720E+00   -0.8248858277E+02    0.2804437067E+01
    0.2018964795E+00   -0.7655269233E+02    0.2557599940E+01
    0.2122479333E+00   -0.7098301976E+02    0.2324219942E+01
    0.2231301176E+00   -0.6575859454E+02    0.2103901423E+01
    0.2345702434E+00   -0.6086070960E+02    0.1896276087E+01
    0.2465969169E+00   -0.5627000570E+02    0.1701002483E+01
    0.2592402112E+00   -0.5196977759E+02    0.1517768689E+01
    0.2725317411E+00   -0.4794286470E+02    0.1346286263E+01
    0.2865047422E+00   -0.4417508745E+02    0.1186291587E+01
    0.3011941545E+00   -0.4065177869E+02    0.1037534695E+01
    0.3166367090E+00   -0.3736118754E+02    0.8997807684E+00
    0.3328710202E+00   -0.3429051249E+02    0.7727942330E+00
    0.3499376824E+00   -0.3142922100E+02    0.6563418291E+00
    0.3678793710E+00   -0.2876496395E+02    0.5501729502E+00
    0.3867409497E+00   -0.2628714642E+02    0.4540258173E+00
    0.4065695822E+00   -0.2398343739E+02    0.3676051344E+00
    0.4274148504E+00   -0.2184363064E+02    0.2905926894E+00
    0.4493288784E+00   -0.1985674938E+02    0.2226244232E+00
    0.4723664626E+00   -0.1801439556E+02    0.1633064938E+00
    0.4965852091E+00   -0.1630794510E+02    0.1121933866E+00
    0.5220456772E+00   -0.1473104652E+02    0.6880973970E-01
    0.5488115314E+00   -0.1327697739E+02    0.3263154471E-01
    0.5769497003E+00   -0.1194056305E+02    0.3112973944E-02
    0.6065305440E+00   -0.1071591648E+02   -0.2032905429E-01
    0.6376280300E+00   -0.9598057594E+01   -0.3828493450E-01
    0.6703199182E+00   -0.8581099358E+01   -0.5136424035E-01
    0.7046879553E+00   -0.7659717407E+01   -0.6016539490E-01
    0.7408180794E+00   -0.6827686157E+01   -0.6528567651E-01
    0.7788006345E+00   -0.6079256859E+01   -0.6729312918E-01
    0.8187305969E+00   -0.5407965984E+01   -0.6673559885E-01
    0.8607078123E+00   -0.4807912197E+01   -0.6411707249E-01
    0.9048372455E+00   -0.4272699919E+01   -0.5990740548E-01
    0.9512292431E+00   -0.3796639767E+01   -0.5452399183E-01
    0.9999998093E+00   -0.3373787966E+01   -0.4834218750E-01
    0.1051270896E+01   -0.2999044027E+01   -0.4168245192E-01
    0.1105170707E+01   -0.2667189207E+01   -0.3482184972E-01
    0.1161834021E+01   -0.2373904791E+01   -0.2798575955E-01
    0.1221402525E+01   -0.2114844408E+01   -0.2135942253E-01
    0.1284025172E+01   -0.1886568632E+01   -0.1508326403E-01
    0.1349858550E+01   -0.1685580101E+01   -0.9264309757E-02
    0.1419067278E+01   -0.1509220150E+01   -0.3973768325E-02
    0.1491824413E+01   -0.1354748156E+01    0.7427993873E-03
    0.1568311886E+01   -0.1220142748E+01    0.4866369708E-02
    0.1648720956E+01   -0.1103256729E+01    0.8395566063E-02
    0.1733252687E+01   -0.1002528574E+01    0.1134698098E-01
    0.1822118453E+01   -0.9162858987E+00    0.1374820230E-01
    0.1915540464E+01   -0.8433300519E+00    0.1563778238E-01
    0.2013752323E+01   -0.7823855543E+00    0.1705990172E-01
    0.2116999613E+01   -0.7325357461E+00    0.1806441617E-01
    0.2225540504E+01   -0.6929201001E+00    0.1870336875E-01
    0.2339646406E+01   -0.6618488134E+00    0.1903091088E-01
    0.2459602642E+01   -0.6333009584E+00    0.1910108687E-01
    0.2585709166E+01   -0.6078388490E+00    0.1896765679E-01
    0.2718281310E+01   -0.6059959793E+00    0.1868284818E-01
    0.2857650573E+01   -0.6059959793E+00    0.1829625381E-01
    0.3004165451E+01   -0.6059959793E+00    0.1778628239E-01
    0.3158192307E+01   -0.6059959793E+00    0.1718247419E-01
    0.3320116289E+01   -0.6059959793E+00    0.1651210815E-01
    0.3490342292E+01   -0.6059959793E+00    0.1579997176E-01
    0.3669295968E+01   -0.6059959793E+00    0.1506775802E-01
