#HD#     0.1823816445E+01     0.1913549755E+02 
    0.2050685805E+02    -0.1196170571E+01    -0.8417624965E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1050078019E+02 
    0.2122008706E+02    -0.1453529481E+01    -0.8697454971E+00     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1033815334E+02 
    0.2194550802E+02    -0.1693505623E+01    -0.1068121864E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.8560785040E+01 
    0.2268312092E+02    -0.1880435254E+01    -0.1566505424E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5934458248E+01 
    0.2343292578E+02    -0.1987612950E+01    -0.1949798378E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4846019210E+01 
    0.2419492259E+02    -0.2005237393E+01    -0.2244194497E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4278220881E+01 
    0.2496911134E+02    -0.1956550968E+01    -0.2473617665E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3943034227E+01 
    0.2575549205E+02    -0.1867849103E+01    -0.2662784297E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3720150555E+01 
    0.2655406470E+02    -0.1751197636E+01    -0.2828034913E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3556659712E+01 
    0.2736482930E+02    -0.1612971310E+01    -0.2978299170E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3428385336E+01 
    0.2818778585E+02    -0.1458864530E+01    -0.3118180639E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3323462546E+01 
    0.2902293435E+02    -0.1296015220E+01    -0.3250080429E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3235475600E+01 
    0.2987027480E+02    -0.1133941672E+01    -0.3375370097E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3160529061E+01 
    0.3072980720E+02    -0.9850748680E+00    -0.3495124133E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3095842732E+01 
    0.3160153154E+02    -0.8576278925E+00    -0.3608018765E+01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3041213121E+01 
