i,motif,site,Cx,Cy,Cz,Ox,Oy,Oz,Hx,Hy,Hz,C-O,C-H
1,top,Cu1,10.21088526965727,7.3894353202075305,10.444304001322033,9.97617492762189,7.60450772347884,11.632392767657587,10.994256012496045,6.671608287731175,10.15960305170926,1.23,1.1
