pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,22,28,2.519641093799942,1.850000,1.850000,2.522521,1.150000,1.150000,0.331822,0.387728,0.222476,0.384797
