pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,12,17,2.4777353572024254,1.882110,1.861722,1.450000,1.250000,1.250000,0.711067,0.248872,0.677562,0.183733
2,14,28,2.5256531668705238,1.953866,1.803666,1.450000,1.250000,1.250000,0.178249,0.294218,0.210510,0.360290
