pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,7,18,2.5081090070356242,1.891203,1.861086,1.450000,1.250000,1.250000,0.376909,0.251851,0.345699,0.185029
