pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,1,53,2.5165769381991185,1.969142,2.110549,1.450000,1.250000,1.250000,0.441288,0.427856,0.438081,0.486698
