i,motif,site,Cx,Cy,Cz,O1x,O1y,O1z,O2x,O2y,O2z,Hx,Hy,Hz,C=O,C-OH,O-H
1,top,Au38,8.500947724712198,17.333795477543756,11.149011908030706,8.9666836382604,17.824578726870424,12.176203156538879,7.578924824973575,16.362186070745274,11.11094705576144,7.352325101912574,16.12339978618942,12.0340037581458,1.23,1.3399999999999994,0.9800000000000013
2,top,Au48,18.815627399940542,9.660105256760378,11.35191344803878,19.488513990425126,9.589382026246968,12.379104696546953,17.483505853574933,9.800116873172065,11.313848595769514,17.15611878588322,9.834526640557675,12.236905298153873,1.2299999999999998,1.339999999999999,0.9799999999999991
