pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,7,19,2.4602316109611766,1.850000,1.850000,2.460764,1.150000,1.150000,0.388296,0.276233,0.444832,0.165470
