pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,1,53,2.5165769381991185,1.850000,1.980000,2.683423,1.150000,1.150000,0.443235,0.392139,0.435973,0.525392
