pair,metal1_top_index,metal2_top_index,metal_pair_A,C1_metal1_A,C2_metal2_A,C1-C2_A,C1-O1_A,C2-O2_A,C1_fx,C1_fy,C2_fx,C2_fy
1,7,19,2.4602316109611766,1.894193,1.844892,1.450000,1.250000,1.250000,0.399904,0.253492,0.433224,0.188211
